date_utc,twilight,moon,ra_deg,dec_deg,mag,surf_brt,sub_lon,sub_lat,distance_au,elong_deg,elong_dir
2020-Jan-01 00:00,,m,277.25877,-23.17994,-1.838,5.408,306.455424,-2.327392,6.20891889581492,3.3387,/L
2020-Jan-02 00:00,,m,277.50914,-23.16972,-1.839,5.408,96.768196,-2.320723,6.20748787275115,4.1275,/L
2020-Jan-03 00:00,,m,277.75934,-23.15911,-1.840,5.408,247.082159,-2.314024,6.20584125535766,4.9164,/L
2020-Jan-04 00:00,,m,278.00939,-23.14810,-1.840,5.408,37.397320,-2.307295,6.20397941252937,5.7055,/L
2020-Jan-05 00:00,,m,278.25923,-23.13669,-1.841,5.408,187.713711,-2.300537,6.20190255343438,6.4946,/L
2020-Jan-06 00:00,,m,278.50887,-23.12490,-1.842,5.408,338.031347,-2.293751,6.19961078641545,7.2838,/L
2020-Jan-07 00:00,,m,278.75827,-23.11272,-1.843,5.408,128.350249,-2.286936,6.19710535055424,8.0732,/L
2020-Jan-08 00:00,,m,279.00741,-23.10015,-1.843,5.408,278.670442,-2.280093,6.19438561026877,8.8627,/L
2020-Jan-09 00:00,,m,279.25626,-23.08721,-1.844,5.408,68.991938,-2.273223,6.19145364635150,9.6523,/L
2020-Jan-10 00:00,,m,279.50479,-23.07390,-1.845,5.408,219.314758,-2.266324,6.18830989810171,10.4421,/L
2020-Jan-11 00:00,,m,279.75299,-23.06022,-1.846,5.408,9.638903,-2.259397,6.18495524688267,11.2321,/L
2020-Jan-12 00:00,,m,280.00081,-23.04618,-1.847,5.408,159.964402,-2.252443,6.18138960023483,12.0224,/L
2020-Jan-13 00:00,,,280.24823,-23.03178,-1.849,5.408,310.291265,-2.245461,6.17761322555449,12.8128,/L
2020-Jan-14 00:00,,,280.49523,-23.01702,-1.850,5.409,100.619514,-2.238451,6.17362700187937,13.6036,/L
2020-Jan-15 00:00,,,280.74179,-23.00190,-1.851,5.409,250.949173,-2.231414,6.16943005484544,14.3947,/L
2020-Jan-16 00:00,,,280.98787,-22.98642,-1.852,5.409,41.280258,-2.224350,6.16502403631870,15.1861,/L
2020-Jan-17 00:00,,,281.23347,-22.97059,-1.854,5.409,191.612793,-2.217259,6.16040898790208,15.9779,/L
2020-Jan-18 00:00,,,281.47857,-22.95441,-1.855,5.410,341.946784,-2.210142,6.15558586216298,16.7700,/L
2020-Jan-19 00:00,,,281.72316,-22.93788,-1.856,5.410,132.282264,-2.203001,6.15055410249556,17.5625,/L
2020-Jan-20 00:00,,,281.96720,-22.92101,-1.858,5.410,282.619251,-2.195835,6.14531422269343,18.3554,/L
2020-Jan-21 00:00,,,282.21067,-22.90381,-1.859,5.410,72.957771,-2.188646,6.13986705289429,19.1487,/L
2020-Jan-22 00:00,,,282.45353,-22.88630,-1.861,5.411,223.297850,-2.181436,6.13421220502577,19.9424,/L
2020-Jan-23 00:00,,,282.69574,-22.86846,-1.862,5.411,13.639514,-2.174204,6.12835164975529,20.7365,/L
2020-Jan-24 00:00,,,282.93726,-22.85032,-1.864,5.412,163.982784,-2.166953,6.12228606741788,21.5310,/L
2020-Jan-25 00:00,,,283.17807,-22.83187,-1.866,5.412,314.327668,-2.159684,6.11601743513283,22.3259,/L
2020-Jan-26 00:00,,,283.41813,-22.81312,-1.868,5.412,104.674197,-2.152397,6.10954574925889,23.1212,/L
2020-Jan-27 00:00,,,283.65742,-22.79407,-1.870,5.413,255.022385,-2.145093,6.10287258508312,23.9169,/L
2020-Jan-28 00:00,,m,283.89589,-22.77473,-1.871,5.413,45.372257,-2.137774,6.09599932869852,24.7130,/L
2020-Jan-29 00:00,,m,284.13355,-22.75510,-1.873,5.414,195.723829,-2.130442,6.08892656883332,25.5095,/L
2020-Jan-30 00:00,,m,284.37034,-22.73519,-1.875,5.414,346.077126,-2.123095,6.08165669255268,26.3065,/L
2020-Jan-31 00:00,,m,284.60624,-22.71500,-1.877,5.415,136.432163,-2.115736,6.07419104794910,27.1039,/L
2020-Feb-01 00:00,,m,284.84125,-22.69454,-1.880,5.415,286.788942,-2.108365,6.06653233844428,27.9017,/L
2020-Feb-02 00:00,,m,285.07535,-22.67382,-1.882,5.416,77.147489,-2.100983,6.05868082615152,28.6999,/L
2020-Feb-03 00:00,,m,285.30850,-22.65284,-1.884,5.416,227.507811,-2.093591,6.05063864244345,29.4986,/L
2020-Feb-04 00:00,,m,285.54069,-22.63161,-1.886,5.417,17.869929,-2.086189,6.04240718938368,30.2978,/L
2020-Feb-05 00:00,,m,285.77190,-22.61015,-1.889,5.417,168.233854,-2.078778,6.03398753082173,31.0974,/L
2020-Feb-06 00:00,,m,286.00208,-22.58846,-1.891,5.418,318.599609,-2.071359,6.02538184850572,31.8976,/L
2020-Feb-07 00:00,,m,286.23122,-22.56655,-1.893,5.419,108.967203,-2.063931,6.01659167496507,32.6982,/L
2020-Feb-08 00:00,,m,286.45928,-22.54443,-1.896,5.419,259.336639,-2.056495,6.00761982249593,33.4995,/L
2020-Feb-09 00:00,,m,286.68624,-22.52211,-1.898,5.420,49.707938,-2.049052,5.99846638785950,34.3013,/L
2020-Feb-10 00:00,,m,286.91208,-22.49959,-1.901,5.421,200.081104,-2.041602,5.98913346766616,35.1037,/L
2020-Feb-11 00:00,,,287.13676,-22.47687,-1.904,5.421,350.456163,-2.034145,5.97962194996153,35.9067,/L
2020-Feb-12 00:00,,,287.36027,-22.45397,-1.906,5.422,140.833121,-2.026683,5.96993286714422,36.7104,/L
2020-Feb-13 00:00,,,287.58258,-22.43088,-1.909,5.423,291.212010,-2.019215,5.96006767036074,37.5149,/L
2020-Feb-14 00:00,A,,287.80368,-22.40761,-1.912,5.423,81.592843,-2.011744,5.95002775348071,38.3200,/L
2020-Feb-15 00:00,A,,288.02356,-22.38418,-1.915,5.424,231.975631,-2.004268,5.93981575658834,39.1260,/L
2020-Feb-16 00:00,A,,288.24218,-22.36060,-1.918,5.425,22.360395,-1.996792,5.92943176385999,39.9328,/L
2020-Feb-17 00:00,A,,288.45953,-22.33686,-1.921,5.425,172.747151,-1.989314,5.91887808932366,40.7404,/L
2020-Feb-18 00:00,A,,288.67556,-22.31300,-1.924,5.426,323.135927,-1.981838,5.90815573263681,41.5488,/L
2020-Feb-19 00:00,A,,288.89025,-22.28901,-1.927,5.427,113.526731,-1.974364,5.89726650180078,42.3581,/L
2020-Feb-20 00:00,A,,289.10355,-22.26492,-1.930,5.427,263.919600,-1.966894,5.88621203848209,43.1682,/L
2020-Feb-21 00:00,A,,289.31542,-22.24072,-1.934,5.428,54.314546,-1.959430,5.87499458935246,43.9792,/L
2020-Feb-22 00:00,A,,289.52583,-22.21642,-1.937,5.429,204.711582,-1.951972,5.86361742153849,44.7911,/L
2020-Feb-23 00:00,A,,289.73475,-22.19204,-1.940,5.430,355.110725,-1.944523,5.85208144195245,45.6038,/L
2020-Feb-24 00:00,A,,289.94217,-22.16758,-1.944,5.430,145.511988,-1.937082,5.84038963765660,46.4175,/L
2020-Feb-25 00:00,A,,290.14805,-22.14305,-1.947,5.431,295.915395,-1.929653,5.82854349734644,47.2320,/L
2020-Feb-26 00:00,A,m,290.35236,-22.11845,-1.951,5.432,86.320953,-1.922236,5.81654570864850,48.0475,/L
2020-Feb-27 00:00,A,m,290.55508,-22.09380,-1.955,5.433,236.728694,-1.914833,5.80439809246371,48.8639,/L
2020-Feb-28 00:00,A,m,290.75618,-22.06911,-1.958,5.433,27.138625,-1.907444,5.79210362593581,49.6812,/L
2020-Feb-29 00:00,A,m,290.95564,-22.04438,-1.962,5.434,177.550760,-1.900070,5.77966593063169,50.4994,/L
2020-Mar-01 00:00,A,m,291.15344,-22.01963,-1.966,5.435,327.965105,-1.892713,5.76708659632802,51.3186,/L
2020-Mar-02 00:00,A,m,291.34955,-21.99487,-1.970,5.435,118.381674,-1.885373,5.75436894871605,52.1388,/L
2020-Mar-03 00:00,A,m,291.54396,-21.97010,-1.974,5.436,268.800483,-1.878051,5.74151475671753,52.9600,/L
2020-Mar-04 00:00,A,m,291.73664,-21.94535,-1.978,5.437,59.221533,-1.870748,5.72852723466972,53.7821,/L
2020-Mar-05 00:00,A,m,291.92754,-21.92063,-1.982,5.438,209.644853,-1.863465,5.71540807792524,54.6052,/L
2020-Mar-06 00:00,A,m,292.11665,-21.89594,-1.986,5.438,0.070445,-1.856203,5.70216057963917,55.4294,/L
2020-Mar-07 00:00,A,m,292.30393,-21.87130,-1.991,5.439,150.498321,-1.848962,5.68878818090456,56.2547,/L
2020-Mar-08 00:00,A,m,292.48936,-21.84672,-1.995,5.440,300.928480,-1.841742,5.67529266722440,57.0810,/L
2020-Mar-09 00:00,A,m,292.67291,-21.82220,-1.999,5.440,91.360936,-1.834544,5.66167697574838,57.9085,/L
2020-Mar-10 00:00,A,m,292.85456,-21.79776,-2.004,5.441,241.795704,-1.827369,5.64794250035259,58.7371,/L
2020-Mar-11 00:00,A,,293.03430,-21.77339,-2.008,5.442,32.232786,-1.820218,5.63409215617041,59.5669,/L
2020-Mar-12 00:00,A,,293.21210,-21.74910,-2.013,5.443,182.672215,-1.813093,5.62012686046636,60.3980,/L
2020-Mar-13 00:00,A,,293.38795,-21.72491,-2.017,5.443,333.114000,-1.805993,5.60604961030330,61.2304,/L
2020-Mar-14 00:00,N,,293.56182,-21.70083,-2.022,5.444,123.558163,-1.798922,5.59186328798080,62.0642,/L
2020-Mar-15 00:00,N,,293.73369,-21.67688,-2.027,5.444,274.004709,-1.791879,5.57756991190533,62.8993,/L
2020-Mar-16 00:00,N,,293.90352,-21.65306,-2.032,5.445,64.453660,-1.784867,5.56317232749369,63.7358,/L
2020-Mar-17 00:00,N,,294.07128,-21.62940,-2.037,5.446,214.905035,-1.777889,5.54867235668978,64.5738,/L
2020-Mar-18 00:00,N,,294.23692,-21.60590,-2.042,5.446,5.358846,-1.770944,5.53407357896624,65.4132,/L
2020-Mar-19 00:00,N,,294.40042,-21.58257,-2.047,5.447,155.815120,-1.764036,5.51937744991299,66.2542,/L
2020-Mar-20 00:00,N,,294.56173,-21.55943,-2.052,5.447,306.273872,-1.757165,5.50458789355408,67.0966,/L
2020-Mar-21 00:00,N,,294.72081,-21.53649,-2.057,5.448,96.735122,-1.750334,5.48970838205032,67.9406,/L
2020-Mar-22 00:00,N,,294.87765,-21.51376,-2.063,5.448,247.198868,-1.743544,5.47474212723912,68.7861,/L
2020-Mar-23 00:00,N,,295.03221,-21.49124,-2.068,5.449,37.665132,-1.736795,5.45969246729205,69.6332,/L
2020-Mar-24 00:00,N,,295.18447,-21.46894,-2.073,5.449,188.133923,-1.730091,5.44456201710095,70.4819,/L
2020-Mar-25 00:00,N,,295.33441,-21.44688,-2.079,5.450,338.605250,-1.723431,5.42935493548036,71.3321,/L
2020-Mar-26 00:00,N,m,295.48200,-21.42507,-2.084,5.450,129.079134,-1.716819,5.41407306611768,72.1840,/L
2020-Mar-27 00:00,N,m,295.62721,-21.40351,-2.090,5.451,279.555583,-1.710253,5.39872078886291,73.0375,/L
2020-Mar-28 00:00,N,m,295.77002,-21.38222,-2.096,5.451,70.034616,-1.703737,5.38330168515040,73.8926,/L
2020-Mar-29 00:00,N,m,295.91042,-21.36121,-2.102,5.452,220.516224,-1.697270,5.36781965576252,74.7494,/L
2020-Mar-30 00:00,N,m,296.04836,-21.34050,-2.107,5.452,11.000426,-1.690853,5.35227803092250,75.6078,/L
2020-Mar-31 00:00,N,m,296.18384,-21.32009,-2.113,5.452,161.487223,-1.684488,5.33667983840934,76.4679,/L
2020-Apr-01 00:00,N,m,296.31682,-21.30000,-2.119,5.453,311.976622,-1.678176,5.32102935625891,77.3297,/L
2020-Apr-02 00:00,N,m,296.44728,-21.28024,-2.125,5.453,102.468637,-1.671917,5.30532857461957,78.1932,/L
2020-Apr-03 00:00,N,m,296.57517,-21.26082,-2.131,5.453,252.963274,-1.665711,5.28958193577128,79.0585,/L
2020-Apr-04 00:00,N,m,296.70047,-21.24176,-2.138,5.453,43.460547,-1.659560,5.27379282976952,79.9255,/L
2020-Apr-05 00:00,N,m,296.82315,-21.22306,-2.144,5.454,193.960443,-1.653464,5.25796545429971,80.7943,/L
2020-Apr-06 00:00,N,m,296.94320,-21.20473,-2.150,5.454,344.462978,-1.647424,5.24210270376085,81.6650,/L
2020-Apr-07 00:00,N,m,297.06060,-21.18678,-2.157,5.454,134.968150,-1.641440,5.22620755070977,82.5375,/L
2020-Apr-08 00:00,N,m,297.17534,-21.16921,-2.163,5.454,285.475968,-1.635513,5.21028376186739,83.4119,/L
2020-Apr-09 00:00,N,,297.28740,-21.15202,-2.170,5.454,75.986442,-1.629645,5.19433299896463,84.2883,/L
2020-Apr-10 00:00,N,,297.39676,-21.13524,-2.176,5.454,226.499587,-1.623838,5.17835918930648,85.1666,/L
2020-Apr-11 00:00,N,,297.50339,-21.11887,-2.183,5.454,17.015422,-1.618091,5.16236523266820,86.0471,/L
2020-Apr-12 00:00,C,,297.60727,-21.10293,-2.189,5.454,167.533939,-1.612408,5.14635547895431,86.9297,/L
2020-Apr-13 00:00,C,,297.70837,-21.08744,-2.196,5.454,318.055162,-1.606790,5.13033262651237,87.8144,/L
2020-Apr-14 00:00,C,,297.80664,-21.07239,-2.203,5.454,108.579090,-1.601239,5.11430015635878,88.7012,/L
2020-Apr-15 00:00,C,,297.90206,-21.05781,-2.210,5.454,259.105741,-1.595755,5.09826211906586,89.5904,/L
2020-Apr-16 00:00,C,,297.99460,-21.04370,-2.217,5.454,49.635120,-1.590342,5.08222099846202,90.4817,/L
2020-Apr-17 00:00,C,,298.08422,-21.03007,-2.224,5.454,200.167244,-1.585001,5.06618129148493,91.3753,/L
2020-Apr-18 00:00,C,,298.17088,-21.01694,-2.231,5.454,350.702129,-1.579733,5.05014657060789,92.2713,/L
2020-Apr-19 00:00,C,,298.25457,-21.00429,-2.238,5.454,141.239763,-1.574539,5.03412221238470,93.1695,/L
2020-Apr-20 00:00,C,,298.33527,-20.99216,-2.245,5.453,291.780162,-1.569420,5.01811146102830,94.0701,/L
2020-Apr-21 00:00,C,,298.41295,-20.98053,-2.252,5.453,82.323317,-1.564379,5.00211871647132,94.9731,/L
2020-Apr-22 00:00,C,,298.48760,-20.96942,-2.260,5.453,232.869238,-1.559415,4.98614841527785,95.8784,/L
2020-Apr-23 00:00,C,,298.55921,-20.95884,-2.267,5.452,23.417918,-1.554530,4.97020383190657,96.7861,/L
2020-Apr-24 00:00,C,m,298.62775,-20.94879,-2.274,5.452,173.969370,-1.549726,4.95428968925070,97.6962,/L
2020-Apr-25 00:00,C,m,298.69320,-20.93929,-2.282,5.452,324.523596,-1.545002,4.93840988643529,98.6087,/L
2020-Apr-26 00:00,C,m,298.75554,-20.93034,-2.289,5.451,115.080579,-1.540359,4.92257026317538,99.5237,/L
2020-Apr-27 00:00,C,m,298.81476,-20.92195,-2.297,5.451,265.640321,-1.535797,4.90677414367047,100.4410,/L
2020-Apr-28 00:00,C,m,298.87086,-20.91413,-2.304,5.450,56.202805,-1.531318,4.89102626560480,101.3608,/L
2020-Apr-29 00:00,C,m,298.92379,-20.90689,-2.312,5.450,206.768033,-1.526922,4.87533085379646,102.2830,/L
2020-Apr-30 00:00,C,m,298.97356,-20.90023,-2.320,5.449,357.335986,-1.522608,4.85969141907237,103.2077,/L
2020-May-01 00:00,C,m,299.02013,-20.89416,-2.327,5.449,147.906670,-1.518378,4.84411224526926,104.1348,/L
2020-May-02 00:00,C,m,299.06350,-20.88869,-2.335,5.448,298.480078,-1.514232,4.82859699180122,105.0644,/L
2020-May-03 00:00,C,m,299.10364,-20.88382,-2.343,5.447,89.056192,-1.510169,4.81315125220474,105.9964,/L
2020-May-04 00:00,C,m,299.14054,-20.87954,-2.350,5.447,239.635005,-1.506190,4.79777790247261,106.9310,/L
2020-May-05 00:00,C,m,299.17423,-20.87586,-2.358,5.446,30.216496,-1.502295,4.78248141752462,107.8681,/L
2020-May-06 00:00,C,m,299.20468,-20.87277,-2.366,5.445,180.800668,-1.498485,4.76726532482972,108.8078,/L
2020-May-07 00:00,C,m,299.23191,-20.87029,-2.374,5.444,331.387496,-1.494761,4.75213301852986,109.7500,/L
2020-May-08 00:00,C,,299.25591,-20.86841,-2.381,5.443,121.976991,-1.491123,4.73708809719023,110.6949,/L
2020-May-09 00:00,C,,299.27665,-20.86715,-2.389,5.443,272.569145,-1.487574,4.72213402717157,111.6424,/L
2020-May-10 00:00,*,,299.29412,-20.86652,-2.397,5.442,63.163944,-1.484113,4.70727630856292,112.5927,/L
2020-May-11 00:00,*,,299.30831,-20.86650,-2.405,5.441,213.761381,-1.480742,4.69251795110165,113.5457,/L
2020-May-12 00:00,*,,299.31920,-20.86712,-2.413,5.440,4.361435,-1.477463,4.67786385910921,114.5014,/L
2020-May-13 00:00,*,,299.32677,-20.86837,-2.421,5.439,154.964104,-1.474275,4.66331781257122,115.4600,/L
2020-May-14 00:00,*,,299.33102,-20.87025,-2.429,5.438,305.569357,-1.471181,4.64888410494356,116.4214,/L
2020-May-15 00:00,*,,299.33193,-20.87276,-2.436,5.437,96.177196,-1.468181,4.63456662432025,117.3856,/L
2020-May-16 00:00,*,,299.32949,-20.87590,-2.444,5.436,246.787604,-1.465276,4.62036952631113,118.3526,/L
2020-May-17 00:00,*,,299.32371,-20.87966,-2.452,5.435,37.400559,-1.462466,4.60629874089324,119.3225,/L
2020-May-18 00:00,*,,299.31460,-20.88405,-2.460,5.434,188.016035,-1.459752,4.59235782027108,120.2952,/L
2020-May-19 00:00,*,,299.30215,-20.88906,-2.468,5.433,338.634003,-1.457134,4.57855209614561,121.2708,/L
2020-May-20 00:00,*,,299.28638,-20.89469,-2.475,5.431,129.254444,-1.454612,4.56488546968965,122.2492,/L
2020-May-21 00:00,*,,299.26731,-20.90094,-2.483,5.430,279.877314,-1.452186,4.55136278185490,123.2304,/L
2020-May-22 00:00,*,,299.24492,-20.90781,-2.491,5.429,70.502601,-1.449856,4.53798779988966,124.2144,/L
2020-May-23 00:00,*,m,299.21925,-20.91528,-2.499,5.428,221.130270,-1.447622,4.52476494862520,125.2012,/L
2020-May-24 00:00,*,m,299.19028,-20.92338,-2.506,5.427,11.760290,-1.445483,4.51170007424473,126.1908,/L
2020-May-25 00:00,*,m,299.15804,-20.93208,-2.514,5.426,162.392614,-1.443439,4.49879691906464,127.1831,/L
2020-May-26 00:00,*,m,299.12255,-20.94139,-2.521,5.424,313.027201,-1.441488,4.48606075258510,128.1782,/L
2020-May-27 00:00,*,m,299.08381,-20.95130,-2.529,5.423,103.664013,-1.439630,4.47349518942775,129.1760,/L
2020-May-28 00:00,*,m,299.04185,-20.96180,-2.536,5.422,254.302990,-1.437865,4.46110505530390,130.1764,/L
2020-May-29 00:00,*,m,298.99670,-20.97290,-2.544,5.421,44.944104,-1.436190,4.44889341610314,131.1795,/L
2020-May-30 00:00,*,m,298.94836,-20.98457,-2.551,5.419,195.587305,-1.434606,4.43686427932354,132.1851,/L
2020-May-31 00:00,*,m,298.89685,-20.99680,-2.558,5.418,346.232554,-1.433112,4.42502257468210,133.1934,/L
2020-Jun-01 00:00,*,m,298.84224,-21.00960,-2.566,5.417,136.879790,-1.431705,4.41337148567061,134.2043,/L
2020-Jun-02 00:00,*,m,298.78454,-21.02293,-2.573,5.415,287.528963,-1.430386,4.40191536569784,135.2176,/L
2020-Jun-03 00:00,*,m,298.72381,-21.03680,-2.580,5.414,78.180030,-1.429154,4.39065689639728,136.2336,/L
2020-Jun-04 00:00,*,m,298.66009,-21.05118,-2.587,5.413,228.832927,-1.428009,4.37960029165424,137.2520,/L
2020-Jun-05 00:00,*,m,298.59340,-21.06608,-2.594,5.411,19.487622,-1.426950,4.36874765444911,138.2730,/L
2020-Jun-06 00:00,*,,298.52379,-21.08149,-2.600,5.410,170.144062,-1.425978,4.35810255750442,139.2964,/L
2020-Jun-07 00:00,*,,298.45124,-21.09741,-2.607,5.409,320.802211,-1.425092,4.34766927988045,140.3224,/L
2020-Jun-08 00:00,*,,298.37581,-21.11381,-2.614,5.408,111.462001,-1.424292,4.33745111794649,141.3509,/L
2020-Jun-09 00:00,*,,298.29753,-21.13070,-2.620,5.406,262.123382,-1.423577,4.32745234648900,142.3819,/L
2020-Jun-10 00:00,*,,298.21641,-21.14805,-2.627,5.405,52.786299,-1.422948,4.31767584850245,143.4154,/L
2020-Jun-11 00:00,*,,298.13252,-21.16586,-2.633,5.404,203.450680,-1.422404,4.30812629397210,144.4513,/L
2020-Jun-12 00:00,*,,298.04588,-21.18411,-2.639,5.403,354.116477,-1.421943,4.29880594138826,145.4897,/L
2020-Jun-13 00:00,*,,297.95656,-21.20278,-2.645,5.401,144.783621,-1.421567,4.28971877036215,146.5305,/L
2020-Jun-14 00:00,*,,297.86457,-21.22186,-2.651,5.400,295.452062,-1.421272,4.28086894853299,147.5736,/L
2020-Jun-15 00:00,*,,297.77001,-21.24133,-2.657,5.399,86.121711,-1.421059,4.27226013349605,148.6190,/L
2020-Jun-16 00:00,*,,297.67292,-21.26117,-2.662,5.398,236.792501,-1.420925,4.26389635205608,149.6667,/L
2020-Jun-17 00:00,*,,297.57337,-21.28138,-2.668,5.397,27.464356,-1.420869,4.25578033263478,150.7166,/L
2020-Jun-18 00:00,*,,297.47143,-21.30193,-2.673,5.395,178.137189,-1.420889,4.24791650052170,151.7686,/L
2020-Jun-19 00:00,*,,297.36717,-21.32281,-2.678,5.394,328.810931,-1.420984,4.24030658488080,152.8228,/L
2020-Jun-20 00:00,*,,297.26064,-21.34401,-2.683,5.393,119.485498,-1.421152,4.23295414764185,153.8789,/L
2020-Jun-21 00:00,*,m,297.15191,-21.36551,-2.688,5.392,270.160825,-1.421391,4.22586246800500,154.9370,/L
2020-Jun-22 00:00,*,m,297.04105,-21.38729,-2.693,5.391,60.836806,-1.421698,4.21903486315566,155.9969,/L
2020-Jun-23 00:00,*,m,296.92813,-21.40935,-2.697,5.390,211.513362,-1.422070,4.21247442910577,157.0587,/L
2020-Jun-24 00:00,*,m,296.81322,-21.43166,-2.702,5.389,2.190400,-1.422506,4.20618319439731,158.1221,/L
2020-Jun-25 00:00,*,m,296.69641,-21.45420,-2.706,5.388,152.867823,-1.423003,4.20016469218072,159.1871,/L
2020-Jun-26 00:00,*,m,296.57777,-21.47695,-2.710,5.387,303.545546,-1.423558,4.19441962233090,160.2537,/L
2020-Jun-27 00:00,*,m,296.45738,-21.49989,-2.714,5.386,94.223477,-1.424169,4.18895050150787,161.3216,/L
2020-Jun-28 00:00,*,m,296.33533,-21.52301,-2.717,5.386,244.901544,-1.424834,4.18375913609404,162.3910,/L
2020-Jun-29 00:00,*,m,296.21170,-21.54627,-2.721,5.385,35.579636,-1.425550,4.17884791371090,163.4616,/L
2020-Jun-30 00:00,*,m,296.08660,-21.56967,-2.724,5.384,186.257672,-1.426316,4.17421845127376,164.5334,/L
2020-Jul-01 00:00,*,m,295.96013,-21.59317,-2.727,5.383,336.935554,-1.427129,4.16987169939733,165.6063,/L
2020-Jul-02 00:00,*,m,295.83236,-21.61677,-2.730,5.383,127.613192,-1.427987,4.16580996514576,166.6803,/L
2020-Jul-03 00:00,*,m,295.70341,-21.64045,-2.733,5.382,278.290498,-1.428890,4.16203293581682,167.7552,/L
2020-Jul-04 00:00,*,m,295.57333,-21.66419,-2.735,5.382,68.967386,-1.429836,4.15854220981004,168.8310,/L
2020-Jul-05 00:00,*,,295.44219,-21.68798,-2.737,5.381,219.643788,-1.430824,4.15533856245374,169.9077,/L
2020-Jul-06 00:00,*,,295.31009,-21.71181,-2.739,5.380,10.319595,-1.431852,4.15242405965182,170.9851,/L
2020-Jul-07 00:00,*,,295.17709,-21.73565,-2.741,5.380,160.994730,-1.432918,4.14979963494719,172.0631,/L
2020-Jul-08 00:00,*,,295.04330,-21.75949,-2.743,5.380,311.669094,-1.434021,4.14746609118755,173.1416,/L
2020-Jul-09 00:00,*,,294.90879,-21.78331,-2.744,5.379,102.342597,-1.435158,4.14542535346910,174.2204,/L
2020-Jul-10 00:00,*,,294.77367,-21.80708,-2.746,5.379,253.015144,-1.436330,4.14367700010679,175.2991,/L
2020-Jul-11 00:00,*,,294.63804,-21.83079,-2.747,5.379,43.686647,-1.437532,4.14222233407020,176.3771,/L
2020-Jul-12 00:00,*,,294.50197,-21.85443,-2.748,5.378,194.357029,-1.438764,4.14106160068656,177.4526,/L
2020-Jul-13 00:00,*,,294.36557,-21.87796,-2.748,5.378,345.026178,-1.440023,4.14019672196047,178.5191,/L
2020-Jul-14 00:00,*,,294.22895,-21.90139,-2.749,5.378,135.694011,-1.441306,4.13962793574103,179.5108,/L
2020-Jul-15 00:00,*,,294.09221,-21.92469,-2.749,5.378,286.360421,-1.442611,4.13935567953660,179.2061,/T
2020-Jul-16 00:00,*,,293.95546,-21.94785,-2.749,5.378,77.025314,-1.443935,4.13938103432437,178.1651,/T
2020-Jul-17 00:00,*,,293.81880,-21.97085,-2.749,5.378,227.688587,-1.445275,4.13970300694418,177.0932,/T
2020-Jul-18 00:00,*,,293.68233,-21.99367,-2.749,5.378,18.350150,-1.446630,4.14032194843541,176.0153,/T
2020-Jul-19 00:00,*,,293.54615,-22.01632,-2.748,5.378,169.009923,-1.447996,4.14123698031513,174.9354,/T
2020-Jul-20 00:00,*,,293.41034,-22.03877,-2.748,5.378,319.667795,-1.449369,4.14244916259279,173.8547,/T
2020-Jul-21 00:00,*,m,293.27502,-22.06102,-2.747,5.378,110.323680,-1.450748,4.14395738711332,172.7738,/T
2020-Jul-22 00:00,*,m,293.14028,-22.08304,-2.746,5.378,260.977473,-1.452129,4.14576104251129,171.6930,/T
2020-Jul-23 00:00,*,m,293.00621,-22.10482,-2.744,5.378,51.629090,-1.453509,4.14785962468488,170.6125,/T
2020-Jul-24 00:00,*,m,292.87295,-22.12635,-2.743,5.378,202.278427,-1.454885,4.15025093038706,169.5326,/T
2020-Jul-25 00:00,*,m,292.74057,-22.14760,-2.741,5.378,352.925409,-1.456256,4.15293364821044,168.4533,/T
2020-Jul-26 00:00,*,m,292.60917,-22.16857,-2.739,5.379,143.569966,-1.457618,4.15590525489100,167.3748,/T
2020-Jul-27 00:00,*,m,292.47888,-22.18925,-2.737,5.379,294.212007,-1.458970,4.15916544983507,166.2972,/T
2020-Jul-28 00:00,*,m,292.34977,-22.20961,-2.735,5.379,84.851464,-1.460309,4.16271159503844,165.2206,/T
2020-Jul-29 00:00,*,m,292.22196,-22.22966,-2.732,5.380,235.488251,-1.461634,4.16654206029220,164.1450,/T
2020-Jul-30 00:00,*,m,292.09552,-22.24938,-2.729,5.380,26.122307,-1.462943,4.17065506106917,163.0706,/T
2020-Jul-31 00:00,*,m,291.97056,-22.26877,-2.726,5.381,176.753547,-1.464234,4.17504785012662,161.9975,/T
2020-Aug-01 00:00,*,m,291.84713,-22.28783,-2.723,5.381,327.381918,-1.465508,4.17971828380394,160.9256,/T
2020-Aug-02 00:00,*,m,291.72532,-22.30655,-2.720,5.382,118.007365,-1.466762,4.18466330827929,159.8550,/T
2020-Aug-03 00:00,*,m,291.60518,-22.32491,-2.717,5.383,268.629818,-1.467995,4.18988233144209,158.7859,/T
2020-Aug-04 00:00,*,,291.48680,-22.34292,-2.713,5.383,59.249221,-1.469206,4.19537236867192,157.7181,/T
2020-Aug-05 00:00,*,,291.37025,-22.36056,-2.709,5.384,209.865503,-1.470394,4.20113177254514,156.6519,/T
2020-Aug-06 00:00,*,,291.25561,-22.37782,-2.705,5.385,0.478614,-1.471556,4.20715830935927,155.5872,/T
2020-Aug-07 00:00,*,,291.14298,-22.39470,-2.701,5.385,151.088478,-1.472691,4.21344932682673,154.5240,/T
2020-Aug-08 00:00,*,,291.03242,-22.41118,-2.697,5.386,301.695051,-1.473798,4.22000217459998,153.4625,/T
