date_utc,twilight,moon,ra_deg,dec_deg,mag,surf_brt,sub_lon,sub_lat,distance_au,elong_deg,elong_dir
2028-Feb-26 00:00,A,,23.54107,7.33439,0.580,6.428,29.146464,-16.262712,9.92305270794334,47.6283,/T
2028-Feb-27 00:00,A,m,23.63375,7.37367,0.580,6.425,119.790355,-16.313615,9.93521733725290,46.7237,/T
2028-Feb-28 00:00,A,m,23.72743,7.41325,0.580,6.422,210.434069,-16.364893,9.94720098833658,45.8207,/T
2028-Feb-29 00:00,A,m,23.82210,7.45312,0.580,6.420,301.077639,-16.416535,9.95900071925721,44.9193,/T
2028-Mar-01 00:00,A,m,23.91774,7.49328,0.580,6.417,31.721097,-16.468528,9.97061374470077,44.0194,/T
2028-Mar-02 00:00,A,m,24.01433,7.53372,0.579,6.414,122.364474,-16.520860,9.98203737997303,43.1210,/T
2028-Mar-03 00:00,A,m,24.11186,7.57443,0.579,6.412,213.007802,-16.573519,9.99326911408077,42.2242,/T
2028-Mar-04 00:00,A,m,24.21031,7.61540,0.579,6.409,303.651112,-16.626492,10.0043066622268,41.3289,/T
2028-Mar-05 00:00,A,m,24.30965,7.65663,0.578,6.406,34.294434,-16.679767,10.0151478251974,40.4352,/T
2028-Mar-06 00:00,A,m,24.40986,7.69810,0.577,6.403,124.937796,-16.733333,10.0257905745737,39.5430,/T
2028-Mar-07 00:00,A,m,24.51091,7.73981,0.577,6.400,215.581225,-16.787178,10.0362330758689,38.6523,/T
2028-Mar-08 00:00,A,m,24.61277,7.78174,0.576,6.397,306.224750,-16.841290,10.0464736388364,37.7631,/T
2028-Mar-09 00:00,A,m,24.71543,7.82388,0.575,6.394,36.868393,-16.895659,10.0565106721093,36.8754,/T
2028-Mar-10 00:00,A,m,24.81886,7.86622,0.575,6.391,127.512180,-16.950272,10.0663426087749,35.9891,/T
2028-Mar-11 00:00,A,m,24.92305,7.90875,0.574,6.388,218.156133,-17.005122,10.0759677771434,35.1042,/T
2028-Mar-12 00:00,A,,25.02799,7.95147,0.573,6.385,308.800274,-17.060197,10.0853845438937,34.2207,/T
2028-Mar-13 00:00,A,,25.13369,7.99437,0.572,6.382,39.444629,-17.115489,10.0945911196149,33.3386,/T
2028-Mar-14 00:00,N,,25.24014,8.03746,0.570,6.379,130.089218,-17.170987,10.1035855934214,32.4578,/T
2028-Mar-15 00:00,N,,25.34731,8.08072,0.569,6.376,220.734068,-17.226682,10.1123659612232,31.5783,/T
2028-Mar-16 00:00,N,,25.45519,8.12416,0.568,6.373,311.379203,-17.282565,10.1209301728018,30.7000,/T
2028-Mar-17 00:00,N,,25.56377,8.16775,0.567,6.370,42.024650,-17.338625,10.1292762076093,29.8231,/T
2028-Mar-18 00:00,N,,25.67301,8.21151,0.565,6.367,132.670433,-17.394852,10.1374021121879,28.9474,/T
2028-Mar-19 00:00,N,,25.78290,8.25540,0.564,6.363,223.316579,-17.451235,10.1453058980671,28.0730,/T
2028-Mar-20 00:00,N,,25.89341,8.29943,0.562,6.360,313.963114,-17.507765,10.1529857014934,27.1998,/T
2028-Mar-21 00:00,N,,26.00452,8.34359,0.561,6.357,44.610066,-17.564429,10.1604397822467,26.3280,/T
2028-Mar-22 00:00,N,,26.11621,8.38786,0.559,6.354,135.257460,-17.621218,10.1676664776901,25.4574,/T
2028-Mar-23 00:00,N,,26.22848,8.43224,0.557,6.351,225.905321,-17.678120,10.1746642620879,24.5881,/T
2028-Mar-24 00:00,N,,26.34129,8.47671,0.555,6.347,316.553673,-17.735124,10.1814316178736,23.7201,/T
2028-Mar-25 00:00,N,,26.45463,8.52128,0.554,6.344,47.202543,-17.792218,10.1879671320310,22.8534,/T
2028-Mar-26 00:00,N,,26.56849,8.56592,0.552,6.341,137.851955,-17.849392,10.1942695013991,21.9881,/T
2028-Mar-27 00:00,N,m,26.68286,8.61065,0.549,6.337,228.501933,-17.906635,10.2003374480069,21.1242,/T
2028-Mar-28 00:00,N,m,26.79773,8.65544,0.547,6.334,319.152499,-17.963936,10.2061697001524,20.2617,/T
2028-Mar-29 00:00,N,m,26.91307,8.70029,0.545,6.330,49.803681,-18.021284,10.2117650948733,19.4006,/T
2028-Mar-30 00:00,N,m,27.02886,8.74521,0.543,6.327,140.455500,-18.078668,10.2171225109723,18.5411,/T
2028-Mar-31 00:00,N,m,27.14510,8.79017,0.540,6.323,231.107981,-18.136078,10.2222410361445,17.6832,/T
2028-Apr-01 00:00,N,m,27.26176,8.83518,0.538,6.319,321.761148,-18.193504,10.2271198191393,16.8270,/T
2028-Apr-02 00:00,N,m,27.37881,8.88022,0.535,6.316,52.415022,-18.250935,10.2317581112468,15.9725,/T
2028-Apr-03 00:00,N,m,27.49623,8.92529,0.532,6.312,143.069626,-18.308363,10.2361553557135,15.1199,/T
2028-Apr-04 00:00,N,m,27.61398,8.97037,0.529,6.308,233.724982,-18.365776,10.2403111551821,14.2694,/T
2028-Apr-05 00:00,N,m,27.73206,9.01546,0.526,6.304,324.381108,-18.423167,10.2442252307397,13.4210,/T
2028-Apr-06 00:00,N,m,27.85043,9.06054,0.522,6.300,55.038024,-18.480525,10.2478974259200,12.5750,/T
2028-Apr-07 00:00,N,m,27.96909,9.10560,0.519,6.295,145.695748,-18.537842,10.2513276044264,11.7318,/T
2028-Apr-08 00:00,N,m,28.08802,9.15065,0.515,6.290,236.354296,-18.595111,10.2545157162803,10.8917,/T
2028-Apr-09 00:00,N,m,28.20722,9.19568,0.510,6.286,327.013684,-18.652322,10.2574617391588,10.0552,/T
2028-Apr-10 00:00,N,,28.32668,9.24068,0.506,6.280,57.673929,-18.709467,10.2601654889012,9.2231,/T
2028-Apr-11 00:00,N,,28.44639,9.28566,0.501,6.274,148.335044,-18.766539,10.2626267109160,8.3963,/T
2028-Apr-12 00:00,C,,28.56633,9.33060,0.495,6.268,238.997047,-18.823529,10.2648450008093,7.5763,/T
